image_id,true_class,source,outcome,framing,predicted_class,mask_area_fraction
9d6fc0774c68a7caec5d86148bcba524,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6420402526855469
613bb35e2fb482c4bb7a4925ec0743b3,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.16897201538085938
597405f862fa1572fc379136159aba3a,ACK,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.3413505554199219
47cb1bb512da0f22002f75e9f158c6e8,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.07538604736328125
14123577f30e3a495ac84e2cf1244a99,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.40210723876953125
f5b5fc7b1af76ca2db94a3118cffc572,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.751617431640625
8bdf085e79f86fbfd2f5141b5b3df776,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5680961608886719
414d1baaee908089a3c09143507d5fd8,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.0660858154296875
07c3f44536b46156450cf81a451ccedb,BCC,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.0376129150390625
f420eb73f0b50a89b5fddccc85796062,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4140586853027344
3051fedba7a0300d60d48d91766831c4,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5607070922851562
85eecdee71e8ac56831eb6bf276c28bb,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.2729911804199219
019fde7f8b6aa85f6f0a653707d9aa06,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5051078796386719
2bceb0364ef64fe3ef5236db2cfbe02a,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.43015289306640625
f44f3454329e674663e68da31c24e674,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.0140228271484375
b12942fe22a3ec7bf64c0a4d58776551,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4089088439941406
c5ebb84482a21015073cebc37b31f515,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4124870300292969
6f197431cd2d540ed3c5c8c6a5296d54,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.8495559692382812
801a5e586bc2c8cd9fc5825e1cbb8570,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.4477272033691406
39d7ad8e2b3eca2f8356b2df57c59767,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.26660919189453125
26628fb7dc4341b5ac2ef37525925fe0,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4636077880859375
aff8f8833189c8c6fff40c65f441f37f,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4953422546386719
730e946083fd36c5e8722f88c178a1a6,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5640754699707031
bdea9a2f7ab80e98881388dcf36424e9,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.20869827270507812
28b6d5c8f25acf6ddf93bf72fe7844d0,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.0
513d69c21897a5244aa85b6fa7a913aa,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.7472038269042969
0a152642bc8270880808ab9477846866,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.43881988525390625
52514f7abd18bb524279c10943916512,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6950454711914062
73ac23918c9537a8c792938b64f779e0,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.6932144165039062
44db8ec026393a9fe950d286824bea30,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.24095916748046875
4914fa9dae16b9762acae30d0349ad85,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.06915283203125
efc3f78778508079ddf1b39b9f09483d,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4889717102050781
d7d7980b1fd4fbaf3e14ecfd48c98bdf,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.4778594970703125
87089a4409606968748d64f20865a2dc,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.7620124816894531
76a5da87f72f5712243ff4bcf52337b6,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.8053398132324219
9255b18c770f58de26221d16839fadb2,ACK,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.45293426513671875
17313d3de1e4c2952908201cb825e340,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.22743606567382812
6c11f4d55463565511ddc7596bf004ca,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.13561630249023438
54aa2f1bf36b27de991db5cd358bde06,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.3334541320800781
8befc3a0c8600e273977e3a8888a802f,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2634086608886719
6c44eaf42cb3c29b2aa888048e980dcf,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4521751403808594
399d923af5d3a27f638f0292ca0c3d7f,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.35358428955078125
016abe4884715af85cd3f309f93b9641,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.6675033569335938
296ec4776e89a65ce8e262ed545ed4bb,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.25318145751953125
c118e1b0b179f299b4a814d78059c137,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5012130737304688
585de3087248fafc0600dbeae5cb2692,ACK,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.3748970031738281
98280785c17860f879d21525a92af31f,BCC,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.7003059387207031
22bcca7d579abf5c2c121c98aa01a4c7,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4961738586425781
37566d4150bbc6080c2dd4ecc7ff9431,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.16006851196289062
19e7cad902144cb742b342bb82b395eb,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2749443054199219
4fa9a2f6266c5e685bbce85809b99bee,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.6898918151855469
15ab45bcef4ca5f5ddf2d4305a14f885,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.00433349609375
8d0d9724e46caa4b82829e70e672fd1f,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4030303955078125
5802610b87c8098cf71de102f2e9652d,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.01615142822265625
c1fcf5b167a0bdcb3c1eba9ecab76ae7,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.6897659301757812
1899a650833c9dce36fe8d7da87b2755,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2988014221191406
b0acf3a63fa757598b06c51a431eea6d,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.114959716796875
cd5e1db7f0aac364ba2a0fd6407dd4cf,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5171928405761719
6abd190e1ce339a018ef0776f530678f,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.054561614990234375
7270099b2bb8e4b2454a5e23c5c8960b,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.26921844482421875
de608b752927ceeabb7bac264a52942d,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.7892341613769531
c22dfb448848253cc53435cdb23c1271,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.0869293212890625
09a75e2a4e9bbc303e6e0cb3e16a32d8,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5946693420410156
b76381e00a47d51418c19231ec321e20,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.08550262451171875
e927c81f6b508269c83350184f124a2d,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.1793060302734375
d2506151428601cd8566330c781f82e0,ACK,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.10051345825195312
c6e41ac2c8552505d795c4efda0869d6,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5218276977539062
ab7f5d4d82844334fd046cfa3d0c52b7,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.6094551086425781
1dcc2fb45c366dafbb1f45c0e8afd3bd,ACK,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.04034423828125
7912ab0cf1c1a04708f78e68ebee8d34,SCC,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.5168228149414062
f4048596275ae97f09ab436b6f568cca,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2192840576171875
04437cd3092a8922dc9af8100d350431,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.48236083984375
9371b89247ec4e39c05760c2ccaef840,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.6212806701660156
3d921ce5a4bb73bebf7f3200257a74c4,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.7004203796386719
274fcc8858e2524666aac80c117c1eae,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.389739990234375
b7ff367d07ee32101f5188a34cc142ab,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.19124221801757812
d11416a368eb814bae7eeb54d357f46b,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.3046150207519531
d01ee1734e42fb0e876e2b872d0e1145,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4898643493652344
2aa5dac8b5f87535800796c039a818c8,ACK,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.14858627319335938
dc8b1d07cb9d4b4f4097807e29d045c3,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.28426361083984375
5532bbc902f5d50f6f8a972016bcf04f,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.1955718994140625
13e11954a6ece398b2efe0e1da5b1aa5,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5342216491699219
a57cce5e02560bc8ec878ef7a2f783d2,ACK,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.45047760009765625
ee71a2faae114b91878f7460a0ce9d6f,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.19219589233398438
63f2efe8aab42d66f08a223d21b79f9d,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6505546569824219
c819e82dc15ddf2d0ceb08515f303123,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.14952468872070312
093fcc49c98d314303ba07aa0d6c1348,ACK,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.726898193359375
94646305d86635230c4eb1763bb043bc,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.7528038024902344
78219f1a6402b8f83a9eecfed6a35c0c,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5358123779296875
40b9006b90679ab5560ebe3ce1a589a1,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.1174163818359375
5199cceebe2d23bbae855ea7dda2418b,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.15327072143554688
cee7765b5c79a3c4a5354fe3a755c388,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2905464172363281
673e2daccb06374f11b9bf5110fb9550,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.038238525390625
5e7d0cf1d8901eea8361b2be45a6fec2,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.6086883544921875
c50113547f82a9ad4d3ce4dc0972a698,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.22063827514648438
dfc849919c7f749a42f6059f927eb82f,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.24907684326171875
b8187ac1e3d5c7a7238056c87a3072a9,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.39411163330078125
170c87c679d5e29b4040d544d8887fa3,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.21968460083007812
b7ccee8c91bd6ecd6d7ce5b66e4513c2,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2838630676269531
6fb6afb84ad3fadb641d9d5673156e93,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4674186706542969
17beac6823fd7ec2303d5b030a536fca,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.120941162109375
e83a91547ae74f206135f5b5fff97b0e,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4997673034667969
a036718d77f4a4339b2aaf15e2087fe0,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.7678413391113281
9220d313606d63dfbcfdf77eed378706,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2196044921875
5832419baf0cbfefcac35578a40fa5a5,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.0644073486328125
170ed3a3d229937e355c091bf5c75d40,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.15090179443359375
0e802991cd0257f69f62adedb41152f8,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.0836334228515625
70a8a40f55e900e60a42054326f62e28,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.09460067749023438
850f18a45b3fcbcd8b5020cc07273d91,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.6175270080566406
429baf43d2dfce514c2bbf837a537623,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.41767120361328125
59fed3f27ebb81c0be581f47a33d4e65,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.323211669921875
8d4f1262a0534e1d906a21a1bcb8707d,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.09520721435546875
e54daa4b483474920f81739c264c1efc,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.2716217041015625
08a183312614facc181ff92c032dc8b0,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.3535957336425781
ae0f57af6ace4b075703d55ff00f2574,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.20635604858398438
12cbe66e3a99633092732daf3351b3c2,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.23639297485351562
5f6bf606eaef0ac72ec1132558e8160a,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6046600341796875
ac684a3d2464ae0fba4d90e4f898875d,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.2893638610839844
e82cda3eeecc9ba74ba226cc1f8efc38,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.2892417907714844
62e2bb9f7a023511b7a064faca724db7,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5132675170898438
064f39810e82e6097f9c187f003ede0a,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4456291198730469
3354d6e561d84457af0adddab4686b31,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.2780609130859375
04ec9f7ab6dd2bde77c7f5178d705108,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4901542663574219
6ed58ed2e4c8b378493cd5766f7bad56,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6431999206542969
f2404024ad9adf7355a5363efe418567,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4315528869628906
658a7441448655ad189b84645fdef0ac,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.5102882385253906
14c1d65a2ad46d5efc6ad714224483ee,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5511589050292969
0b283a47352d88ab55257c9fce2d3603,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.7128524780273438
a1a72809c749cbfb7f886309882b8a13,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.28173065185546875
23b55a045c5f88159ce54f69df645c5f,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.09315872192382812
0a1ca67fbbf7047acbf7c684694cf688,NEV,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.132049560546875
